release_date_x,movie_title_x,production_budget,domestic_gross,worldwide_gross,release_year_x,foreign_gross,movie_id,original_language,popularity,vote_average,vote_count,primary_genre
2015-06-26,max,20000000,42656255,43658157,2015,1001902,max20150626,en,7.766,6.8,407,adventure
2017-11-17,the star,20000000,40847995,62758010,2017,21910015,thestar20171117,en,14.53,5.4,233,comedy
2016-07-27,nerve,20000000,38583626,70652284,2016,32068658,nerve20160727,en,14.508,7.1,4590,mystery
2010-08-18,vampires suck,20000000,36661504,81424988,2010,44763484,vampiressuck20100818,en,8.992,4.1,658,comedy
2010-09-01,the american,20000000,35606376,67950723,2010,32344347,theamerican20100901,en,9.042,5.8,690,crime
2013-01-04,texas chainsaw 3d,20000000,34341945,47666013,2013,13324068,texaschainsaw3d20130104,en,18.256,5.3,780,horror
2014-09-19,this is where i leave you,20000000,34296320,41296320,2014,7000000,thisiswhereileaveyou20140919,en,9.681,6.6,695,drama
2010-03-12,she's out of my league,20000000,32010860,48680977,2010,16670117,shesoutofmyleague20100312,en,7.775,6.1,970,comedy
2011-08-31,the debt,20000000,31177548,46604054,2011,15426506,thedebt20110831,en,12.697,6.6,403,drama
2013-08-23,the world's end,20000000,26004851,47508505,2013,21503654,theworldsend20130823,en,12.719,6.7,2990,comedy
2010-09-24,you again,20000000,25702053,32838945,2010,7136892,youagain20100924,en,10.208,6.2,734,comedy
2018-12-25,on the basis of sex,20000000,24622687,38073377,2018,13450690,onthebasisofsex20181225,en,32.624,7.4,225,drama
2014-02-14,endless love,20000000,23438250,34718173,2014,11279923,endlesslove20140214,en,8.776,6.8,990,drama
2011-07-01,monte carlo,20000000,23186769,39686769,2011,16500000,montecarlo20110701,en,11.017,6.2,1193,adventure
2017-06-16,rough night,20000000,22105643,46844357,2017,24738714,roughnight20170616,en,14.338,5.6,1096,drama
2015-11-20,secret in their eyes,20000000,20180155,32608019,2015,12427864,secretintheireyes20151120,en,6.892,6.3,696,crime
2012-10-26,silent hill: revelation 3d,20000000,17530219,55975672,2012,38445453,silenthillrevelation3d20121026,en,13.681,5.2,786,thriller
2017-09-29,flatliners,20000000,16883115,45173738,2017,28290623,flatliners20170929,en,9.844,5.7,1249,drama
2012-04-13,lockout,20000000,14326865,33943049,2012,19616184,lockout20120413,en,11.273,5.9,1004,action
2011-09-30,what's your number?,20000000,14011084,30163785,2011,16152701,whatsyournumber20110930,en,10.391,6.4,1271,comedy
2016-02-26,triple 9,20000000,12639297,25943792,2016,13304495,triple920160226,en,13.334,5.8,1258,action
2016-09-02,the light between oceans,20000000,12545979,22281732,2016,9735753,thelightbetweenoceans20160902,en,29.887,7.1,831,drama
2010-10-01,let me in,20000000,12134935,28270399,2010,16135464,letmein20101001,en,9.716,6.7,1061,drama
2016-06-03,popstar: never stop never stopping,20000000,9496130,9537120,2016,40990,popstarneverstopneverstopping20160603,en,11.844,6.6,675,comedy
2017-10-27,thank you for your service,20000000,9479390,9985316,2017,505926,thankyouforyourservice20171027,en,8.208,6.3,149,drama
2013-10-11,machete kills,20000000,8008161,18273009,2013,10264848,machetekills20131011,en,10.36,5.5,1079,action
2012-10-26,chasing mavericks,20000000,6002756,8300821,2012,2298065,chasingmavericks20121026,en,6.546,7.0,329,drama
2014-12-31,a most violent year,20000000,5749134,8846875,2014,3097741,amostviolentyear20141231,en,12.271,6.6,792,crime
2011-11-23,a dangerous method,20000000,5702083,14807531,2011,9105448,adangerousmethod20111123,en,10.352,6.3,1066,drama
2016-08-26,hands of stone,20000000,4712792,5031975,2016,319183,handsofstone20160826,en,8.17,6.1,167,drama
2018-10-26,suspiria,20000000,2483472,7034615,2018,4551143,suspiria20181026,en,16.925,7.0,752,horror
2017-11-03,lbj,20000000,2468683,2507181,2017,38498,lbj20171103,en,6.304,6.6,65,drama
2015-11-13,my all-american,20000000,2246000,2246000,2015,0,myallamerican20151113,en,5.753,7.1,63,drama
2012-08-29,the oogieloves in the big balloon adventure,20000000,1065907,1065907,2012,0,theoogielovesinthebigballoonadventure20120829,en,1.578,2.6,9,family
2010-12-03,all good things,20000000,582024,873617,2010,291593,allgoodthings20101203,en,7.871,6.0,493,drama
2015-11-13,by the sea,20000000,538460,3727746,2015,3189286,bythesea20151113,en,6.471,5.4,306,drama
2010-12-10,the tempest,20000000,277943,277943,2010,0,thetempest20101210,en,6.3,5.8,52,drama
2015-05-29,survivor,20000000,0,1703281,2015,1703281,survivor20150529,en,21.021,5.5,581,action
2016-07-22,fight valley,20000000,0,0,2016,0,fightvalley20160722,en,2.199,3.5,14,action
2017-12-01,the shape of water,19500000,63859435,195790794,2017,131931359,theshapeofwater20171201,en,22.025,7.2,7224,drama
2013-08-23,the frozen ground,19200000,0,5617460,2013,5617460,thefrozenground20130823,en,10.34,6.3,762,thriller
2011-07-29,the devil's double,19100000,1361512,5965646,2011,4604134,thedevilsdouble20110729,en,7.505,6.7,291,drama
2016-08-12,sausage party,19000000,97670358,141344255,2016,43673897,sausageparty20160812,en,15.232,5.6,4237,adventure
2010-02-26,the crazies,19000000,39123589,56445534,2010,17321945,thecrazies20100226,en,12.246,6.2,1036,mystery
2010-08-20,the switch,19000000,27758465,49858465,2010,22100000,theswitch20100820,en,7.745,6.1,1008,comedy
2010-01-08,leap year,19000000,25918920,32618920,2010,6700000,leapyear20100108,en,11.821,6.7,990,romance
2013-11-08,the book thief,19000000,21488481,76086711,2013,54598230,thebookthief20131108,en,9.034,7.5,2788,drama
2011-03-04,take me home tonight,19000000,6928068,7576604,2011,648536,takemehometonight20110304,en,11.321,6.1,339,comedy
2012-09-28,won't back down,19000000,5310554,5745503,2012,434949,wontbackdown20120928,en,6.14,6.3,64,drama
2018-06-01,action point,19000000,5059608,5103675,2018,44067,actionpoint20180601,en,12.84,5.2,136,comedy
2014-05-09,neighbors,18000000,150086800,270944428,2014,120857628,neighbors20140509,en,14.979,6.2,4536,comedy
2016-03-25,my big fat greek wedding 2,18000000,59689605,92096558,2016,32406953,mybigfatgreekwedding220160325,en,6.714,5.8,593,romance
2015-09-11,the perfect guy,18000000,57027435,60278166,2015,3250731,theperfectguy20150911,en,6.727,5.7,211,drama
2011-03-25,diary of a wimpy kid: rodrick rules,18000000,52698535,73695194,2011,20996659,diaryofawimpykidrodrickrules20110325,en,8.961,6.4,492,family
2011-04-08,soul surfer,18000000,43853424,47158652,2011,3305228,soulsurfer20110408,en,8.459,7.0,688,family
2018-06-29,uncle drew,18000000,42469946,46527161,2018,4057215,uncledrew20180629,en,10.836,6.5,220,comedy
2013-07-26,blue jasmine,18000000,33404871,102912961,2013,69508090,bluejasmine20130726,en,10.443,7.0,1983,comedy
2015-08-07,ricki and the flash,18000000,26839498,41166033,2015,14326535,rickiandtheflash20150807,en,8.247,5.8,473,comedy
2015-11-13,love the coopers,18000000,26302731,42227490,2015,15924759,lovethecoopers20151113,en,8.261,5.8,384,comedy
2017-04-28,the circle,18000000,20497844,40651864,2017,20154020,thecircle20170428,en,10.932,5.5,2689,drama
2010-11-05,127 hours,18000000,18335230,60217171,2010,41881941,127hours20101105,en,11.435,7.0,4469,adventure
2016-01-15,norm of the north,18000000,17062499,30535660,2016,13473161,normofthenorth20160115,en,9.325,4.2,192,adventure
2013-08-16,jobs,18000000,16131410,43402515,2013,27271105,jobs20130816,en,8.023,6.1,1622,drama
2014-07-25,and so it goes,18000000,15160801,17920013,2014,2759212,andsoitgoes20140725,en,8.235,5.9,264,comedy
2010-08-20,mao's last dancer,18000000,4806750,25941437,2010,21134687,maoslastdancer20100820,en,2.681,7.0,45,drama
2014-04-11,the railway man,18000000,4438438,23910210,2014,19471772,therailwayman20140411,en,9.582,6.9,408,drama
2016-03-18,midnight special,18000000,3712282,7680250,2016,3967968,midnightspecial20160318,en,8.653,6.3,1105,adventure
2016-11-25,miss sloane,18000000,3500605,7719630,2016,4219025,misssloane20161125,en,12.215,7.4,912,drama
2013-09-27,metallica through the never,18000000,3419967,9082906,2013,5662939,metallicathroughthenever20130927,en,7.295,6.6,130,music
2017-03-17,t2: trainspotting,18000000,2402004,42091262,2017,39689258,t2trainspotting20170317,en,11.001,7.0,1741,crime
2013-03-01,phantom,18000000,1034589,1199510,2013,164921,phantom20130301,en,7.211,6.0,151,thriller
2014-11-14,wolves,18000000,0,94953,2014,94953,wolves20141114,en,8.627,5.8,151,horror
2014-08-22,the prince,18000000,0,0,2014,0,theprince20140822,en,12.324,4.8,317,thriller
2016-02-19,forsaken,18000000,0,0,2016,0,forsaken20160219,en,9.472,5.9,161,drama
2013-11-27,black nativity,17500000,7018188,7285135,2013,266947,blacknativity20131127,en,1.779,5.7,25,drama
2018-04-06,a quiet place,17000000,188024361,334522294,2018,146497933,aquietplace20180406,en,29.154,7.3,5848,drama
2013-11-15,the best man holiday,17000000,70525195,72835710,2013,2310515,thebestmanholiday20131115,en,8.581,6.6,145,comedy
2012-09-28,pitch perfect,17000000,65001093,116044347,2012,51043254,pitchperfect20120928,en,13.886,7.3,4233,comedy
2013-04-05,evil dead,17000000,54239856,97778356,2013,43538500,evildead20130405,en,13.089,6.4,2664,horror
2015-02-20,"mcfarland, usa",17000000,44480275,45707924,2015,1227649,mcfarlandusa20150220,en,8.197,7.3,358,drama
2016-11-11,almost christmas,17000000,42065185,42493506,2016,428321,almostchristmas20161111,en,6.532,5.6,245,comedy
2011-03-04,beastly,17000000,27865571,38028230,2011,10162659,beastly20110304,en,10.136,6.1,1748,drama
2010-08-20,lottery ticket,17000000,24719879,24719879,2010,0,lotteryticket20100820,en,7.699,5.7,92,comedy
2012-08-24,the apparition,17000000,4936819,10637281,2012,5700462,theapparition20120824,en,7.714,4.3,221,horror
2016-06-10,genius,17000000,1361045,7265283,2016,5904238,genius20160610,en,9.417,6.5,391,drama
2016-03-11,the young messiah,16800000,6469813,7313697,2016,843884,theyoungmessiah20160311,en,5.531,6.1,50,drama
2012-05-25,moonrise kingdom,16000000,45512466,68848446,2012,23335980,moonrisekingdom20120525,en,14.086,7.7,3023,comedy
2011-02-04,the roommate,16000000,37300107,52545707,2011,15245600,theroommate20110204,en,8.134,5.4,406,thriller
2018-06-13,superfly,16000000,20537137,20723581,2018,186444,superfly20180613,en,12.046,6.5,130,action
2010-03-12,remember me,16000000,19068240,56506120,2010,37437880,rememberme20100312,en,11.453,7.1,2079,drama
2014-10-03,left behind,16000000,14019924,20769209,2014,6749285,leftbehind20141003,en,13.897,4.0,713,thriller
2012-06-29,people like us,16000000,12431792,12617472,2012,185680,peoplelikeus20120629,en,9.078,6.8,360,drama
2013-04-05,trance,16000000,2322593,22594052,2013,20271459,trance20130405,en,9.571,6.6,1348,thriller
2010-09-24,enter the void,16000000,337997,1467278,2010,1129281,enterthevoid20100924,en,9.563,7.3,773,fantasy
2012-11-02,vamps,16000000,3361,94812,2012,91451,vamps20121102,en,6.65,5.0,145,comedy
2018-12-21,second act,15700000,39282227,63288854,2018,24006627,secondact20181221,en,16.322,6.2,361,romance
2017-08-11,annabelle: creation,15000000,102092201,305384865,2017,203292664,annabellecreation20170811,en,21.245,6.5,3141,horror
2013-10-25,jackass presents: bad grandpa,15000000,102003019,160903019,2013,58900000,jackasspresentsbadgrandpa20131025,en,8.823,6.0,928,comedy
2013-01-18,mama,15000000,71628180,148095566,2013,76467386,mama20130118,en,11.983,6.1,2421,horror
2010-03-19,diary of a wimpy kid,15000000,64003625,76954311,2010,12950686,diaryofawimpykid20100319,en,12.256,6.0,736,comedy
2012-02-03,the woman in black,15000000,54333290,128955898,2012,74622608,thewomaninblack20120203,en,12.781,6.1,2122,drama
2013-02-22,snitch,15000000,42930462,57907734,2013,14977272,snitch20130222,en,16.673,5.9,1493,thriller
2015-12-04,krampus,15000000,42725475,61788393,2015,19062918,krampus20151204,en,9.417,6.0,1046,horror
2012-09-21,end of watch,15000000,41003371,57586606,2012,16583235,endofwatch20120921,en,13.152,7.3,1770,crime
2011-09-16,drive,15000000,35060689,81357930,2011,46297241,drive20110916,en,15.875,7.5,6737,drama
2018-11-23,the favourite,15000000,34366783,94113929,2018,59747146,thefavourite20181123,en,28.651,7.7,2096,drama
2014-08-22,when the game stands tall,15000000,30127963,30138912,2014,10949,whenthegamestandstall20140822,en,6.08,6.6,185,drama
2017-09-08,home again,15000000,27020284,37336874,2017,10316590,homeagain20170908,en,10.478,5.9,659,comedy
2010-07-23,ramona and beezus,15000000,26167002,27469621,2010,1302619,ramonaandbeezus20100723,en,7.442,6.3,460,comedy
2014-08-27,the november man,15000000,25018119,34820335,2014,9802216,thenovemberman20140827,en,17.747,6.1,852,crime
2016-04-29,keanu,15000000,20591853,20688141,2016,96288,keanu20160429,en,8.952,6.0,644,action
2010-12-22,country strong,15000000,20218921,20601987,2010,383066,countrystrong20101222,en,7.567,6.3,126,drama
2014-07-25,a most wanted man,15000000,17237855,36068890,2014,18831035,amostwantedman20140725,en,10.267,6.5,784,thriller
2012-11-02,the man with the iron fists,15000000,15634090,22018988,2012,6384898,themanwiththeironfists20121102,en,15.457,5.3,573,action
2012-11-30,killing them softly,15000000,14945541,39238443,2012,24292902,killingthemsoftly20121130,en,11.298,6.0,1105,crime
2011-08-19,one day,15000000,13843771,59168692,2011,45324921,oneday20110819,en,10.308,7.2,2105,drama
2017-01-20,the founder,15000000,12786053,24403192,2017,11617139,thefounder20170120,en,12.349,7.0,2093,drama
2016-09-23,queen of katwe,15000000,8874389,10055481,2016,1181092,queenofkatwe20160923,en,7.564,7.1,225,drama
2018-06-08,hotel artemis,15000000,6708137,12758799,2018,6050662,hotelartemis20180608,en,14.585,5.9,471,thriller
2015-10-30,scouts guide to the zombie apocalypse,15000000,3703046,15554855,2015,11851809,scoutsguidetothezombieapocalypse20151030,en,10.451,6.2,915,comedy
2015-10-23,rock the kasbah,15000000,3020665,3386153,2015,365488,rockthekasbah20151023,en,5.203,5.5,154,comedy
2010-09-15,never let me go,15000000,2434652,11173718,2010,8739066,neverletmego20100915,en,10.012,6.8,1294,drama
2016-09-09,the disappointments room,15000000,2423467,3503761,2016,1080294,thedisappointmentsroom20160909,en,6.324,4.4,272,drama
2013-09-06,winnie mandela,15000000,61847,61847,2013,0,winniemandela20130906,en,1.88,5.7,6,drama
2011-11-04,the son of no one,15000000,30680,1148578,2011,1117898,thesonofnoone20111104,en,7.586,5.1,156,drama
2017-02-17,in dubious battle,15000000,0,214182,2017,214182,indubiousbattle20170217,en,7.646,5.9,67,drama
2015-07-01,magic mike xxl,14500000,66013057,123660597,2015,57647540,magicmikexxl20150701,en,8.681,6.2,1110,comedy
2012-08-31,the possession,14000000,49130588,82925064,2012,33794476,thepossession20120831,en,8.978,5.9,918,horror
2010-03-12,our family wedding,14000000,20255281,21410546,2010,1155265,ourfamilywedding20100312,en,5.025,5.5,57,comedy
2015-02-20,hot tub time machine 2,14000000,12314651,12826644,2015,511993,hottubtimemachine220150220,en,8.053,5.1,512,comedy
2012-10-26,fun size,14000000,9409538,11166615,2012,1757077,funsize20121026,en,7.072,5.5,249,comedy
2015-10-23,suffragette,14000000,4702420,34044909,2015,29342489,suffragette20151023,en,7.763,7.3,982,drama
2014-12-19,mr. turner,14000000,3958546,25187026,2014,21228480,mrturner20141219,en,7.884,6.5,301,history
2010-08-06,flipped,14000000,1755212,4289993,2010,2534781,flipped20100806,en,9.781,7.4,859,romance
2011-09-30,margaret,14000000,47185,623292,2011,576107,margaret20110930,en,8.747,6.3,138,drama
2012-10-12,seven psychopaths,13500000,15024049,33035736,2012,18011687,sevenpsychopaths20121012,en,10.967,6.8,2109,comedy
2014-04-04,under the skin,13300000,2614251,7229933,2014,4615682,undertheskin20140404,en,9.527,6.1,1781,thriller
2014-09-12,no good deed,13200000,52543632,54323210,2014,1779578,nogooddeed20140912,en,14.519,5.8,286,crime
2010-12-03,black swan,13000000,106954678,331266710,2010,224312032,blackswan20101203,en,13.745,7.6,8374,drama
2011-02-11,justin bieber: never say never,13000000,73013910,99034125,2011,26020215,justinbieberneversaynever20110211,en,8.602,5.1,240,documentary
2018-07-04,the first purge,13000000,69488745,136617305,2018,67128560,thefirstpurge20180704,en,28.44,5.8,1846,action
2016-06-24,the shallows,13000000,55121623,118763442,2016,63641819,theshallows20160624,en,14.091,6.3,3037,horror
2014-02-14,about last night,13000000,48637684,50445860,2014,1808176,aboutlastnight20140214,en,8.465,6.0,312,comedy
2014-07-02,earth to echo,13000000,38934842,42174545,2014,3239703,earthtoecho20140702,en,7.189,5.7,377,family
2015-04-10,ex machina,13000000,25440971,38358392,2015,12917421,exmachina20150410,en,18.485,7.6,8026,drama
2016-03-11,eye in the sky,13000000,18704596,35402802,2016,16698206,eyeinthesky20160311,en,10.219,7.1,850,drama
2013-03-22,admission,13000000,18007317,18733666,2013,726349,admission20130322,en,8.065,5.5,385,comedy
2012-09-21,the perks of being a wallflower,13000000,17742948,33069303,2012,15326355,theperksofbeingawallflower20120921,en,15.148,7.8,5938,drama
2015-10-16,room,13000000,14677674,36262783,2015,21585109,room20151016,en,20.0,8.1,5494,drama
2015-10-16,woodlawn,13000000,14394097,14403703,2015,9606,woodlawn20151016,en,5.575,7.0,79,drama
2015-07-17,bajrangi bhaijaan,13000000,8178001,121778347,2015,113600346,bajrangibhaijaan20150717,hi,7.122,7.9,232,action
2018-12-07,ben is back,13000000,3703182,9633111,2018,5929929,benisback20181207,en,17.273,6.7,254,drama
2010-03-26,chloe,13000000,3075255,11831131,2010,8755876,chloe20100326,en,8.807,5.9,940,drama
2015-12-04,youth,13000000,2703296,24001573,2015,21298277,youth20151204,it,9.265,6.9,1098,comedy
2015-07-24,the vatican tapes,13000000,1784763,14929184,2015,13144421,thevaticantapes20150724,en,7.841,4.6,365,thriller
2011-07-29,attack the block,13000000,1024175,6459183,2011,5435008,attacktheblock20110729,en,9.612,6.4,1144,action
2011-12-23,in the land of blood and honey,13000000,303877,509193,2011,205316,inthelandofbloodandhoney20111223,en,5.099,6.1,83,drama
2014-09-12,the drop,12600000,10724389,19054534,2014,8330145,thedrop20140912,en,14.795,6.7,1215,drama
2010-09-03,machete,12500000,26593646,46370970,2010,19777324,machete20100903,en,12.557,6.3,1862,action
2010-10-15,conviction,12500000,6797696,11826980,2010,5029284,conviction20101015,en,7.51,7.2,297,drama
2010-12-17,casino jack,12500000,2039869,2272186,2010,232317,casinojack20101217,en,9.432,6.1,149,crime
2010-04-16,the perfect game,12500000,1089445,3931367,2010,2841922,theperfectgame20100416,en,4.958,6.3,44,drama
2012-10-05,the paperboy,12500000,677200,4027663,2012,3350463,thepaperboy20121005,en,8.143,5.5,409,thriller
2012-04-20,think like a man,12000000,91547205,113373764,2012,21826559,thinklikeaman20120420,en,5.905,6.9,438,comedy
2014-04-16,heaven is for real,12000000,91386097,100916299,2014,9530202,heavenisforreal20140416,en,9.718,6.2,363,drama
2012-02-24,act of valor,12000000,70012847,82497035,2012,12484188,actofvalor20120224,en,12.197,6.3,583,action
2012-03-02,project x,12000000,54731865,103028188,2012,48296323,projectx20120302,en,9.715,6.4,2968,comedy
2017-11-10,"three billboards outside ebbing, missouri",12000000,54513740,160191915,2017,105678175,threebillboardsoutsideebbingmissouri20171110,en,17.808,8.2,5432,crime
2016-11-25,lion,12000000,51739495,149570720,2016,97831225,lion20161125,en,17.216,8.1,3833,drama
2018-05-04,overboard,12000000,50316123,85369830,2018,35053707,overboard20180504,en,19.477,6.3,535,romance
2015-07-24,paper towns,12000000,32000304,85450484,2015,53450180,papertowns20150724,en,11.564,6.0,3587,drama
2016-08-12,hell or high water,12000000,27007844,37584304,2016,10576460,hellorhighwater20160812,en,15.749,7.3,2468,crime
2012-07-05,katy perry: part of me,12000000,25326071,32700439,2012,7374368,katyperrypartofme20120705,en,7.139,6.8,147,documentary
2014-12-12,top five,12000000,25317379,26001741,2014,684362,topfive20141212,en,6.322,6.3,281,drama
2015-01-30,project almanac,12000000,22348241,32909437,2015,10561196,projectalmanac20150130,en,9.55,6.5,1449,science_fiction
2010-05-14,just wright,12000000,21540363,21867665,2010,327302,justwright20100514,en,7.047,6.2,211,comedy
2013-11-15,nebraska,12000000,17654912,24761360,2013,7106448,nebraska20131115,en,9.521,7.4,967,drama
2018-12-14,if beale street could talk,12000000,14915773,19859167,2018,4943394,ifbealestreetcouldtalk20181214,en,13.579,7.2,388,drama
2017-07-14,wish upon,12000000,14301505,23477345,2017,9175840,wishupon20170714,en,10.219,5.4,690,thriller
2017-04-21,unforgettable,12000000,11368012,16221211,2017,4853199,unforgettable20170421,en,8.323,5.5,310,drama
2017-10-13,marshall,12000000,10051659,10116816,2017,65157,marshall20171013,en,7.879,7.3,257,drama
2012-09-14,arbitrage,12000000,7919574,35830713,2012,27911139,arbitrage20120914,en,12.14,6.2,459,drama
2012-06-01,for greater glory: the true story of cristiada,12000000,5669081,10026255,2012,4357174,forgreaterglorythetruestoryofcristiada20120601,en,4.519,6.6,63,history
2013-03-01,stoker,12000000,1703125,12034913,2013,10331788,stoker20130301,en,10.738,6.6,1282,drama
2011-03-11,kill the irishman,12000000,1188194,1188194,2011,0,killtheirishman20110311,en,7.13,6.9,274,action
2012-04-20,darling companion,12000000,793352,1200346,2012,406994,darlingcompanion20120420,en,4.656,5.0,46,drama
2015-10-09,trash,12000000,17484,6553186,2015,6535702,trash20151009,pt,7.179,7.1,353,adventure
2014-10-03,drive hard,12000000,0,0,2014,0,drivehard20141003,en,6.957,4.0,94,action
2015-11-20,carol,11800000,12711491,42843521,2015,30132030,carol20151120,en,13.096,7.4,1949,romance
2016-01-22,dirty grandpa,11500000,35593113,105078449,2016,69485336,dirtygrandpa20160122,en,11.432,5.8,2667,comedy
2014-08-22,if i stay,11000000,50474843,78356170,2014,27881327,ifistay20140822,en,12.047,7.4,2703,drama
2015-11-04,brooklyn,11000000,38322743,62076141,2015,23753398,brooklyn20151104,en,12.083,7.3,1912,drama
2017-12-08,"i, tonya",11000000,30014534,53797409,2017,23782875,itonya20171208,en,15.407,7.5,2904,drama
2013-12-06,inside llewyn davis,11000000,13248209,32943247,2013,19695038,insidellewyndavis20131206,en,10.549,7.2,1400,drama
2011-08-26,brighton rock,11000000,229653,229653,2011,0,brightonrock20110826,en,4.749,6.0,57,drama
2012-05-04,lol,11000000,0,10431506,2012,10431506,lol20120504,en,12.43,6.1,1810,drama
2016-02-05,misconduct,11000000,0,2352511,2016,2352511,misconduct20160205,en,7.299,5.5,301,drama
2013-12-06,the last days on mars,10600000,24084,261364,2013,237280,thelastdaysonmars20131206,en,8.759,5.3,407,science_fiction
2018-10-19,halloween,10000000,159342015,254900667,2018,95558652,halloween20181019,en,20.839,6.4,2020,thriller
2016-07-01,the purge: election year,10000000,79042440,118514727,2016,39472287,thepurgeelectionyear20160701,en,18.975,6.3,2900,action
2018-05-18,book club,10000000,68566296,91113683,2018,22547387,bookclub20180518,en,11.514,6.0,301,comedy
2018-01-05,insidious: the last key,10000000,67745330,167885588,2018,100140258,insidiousthelastkey20180105,en,16.017,6.1,1306,mystery
2015-06-05,insidious chapter 3,10000000,52218558,120453155,2015,68234597,insidiouschapter320150605,en,19.859,6.2,1886,drama
2017-11-03,lady bird,10000000,48958273,78610769,2017,29652496,ladybird20171103,en,15.974,7.3,3866,comedy
2018-06-08,hereditary,10000000,44069456,70133905,2018,26064449,hereditary20180608,en,26.185,7.0,2491,horror
2018-03-16,"love, simon",10000000,40826341,65520633,2018,24694292,lovesimon20180316,en,15.608,8.2,3165,comedy
2017-10-27,jigsaw,10000000,38052832,102445196,2017,64392364,jigsaw20171027,en,17.398,6.1,1887,crime
2016-01-22,the boy,10000000,35819556,68220952,2016,32401396,theboy20160122,en,11.703,5.8,2223,horror
2017-05-19,"everything, everything",10000000,34121140,61603136,2017,27481996,everythingeverything20170519,en,13.998,7.2,2447,drama
2010-09-17,devil,10000000,33679655,63354114,2010,29674459,devil20100917,en,10.203,5.9,1516,horror
2015-03-06,the second best exotic marigold hotel,10000000,33078266,90384306,2015,57306040,thesecondbestexoticmarigoldhotel20150306,en,7.731,6.4,420,drama
2017-04-28,how to be a latin lover,10000000,32149404,62556228,2017,30406824,howtobealatinlover20170428,en,11.0,6.3,197,comedy
2018-08-10,slender man,10000000,30564825,51723644,2018,21158819,slenderman20180810,en,16.999,4.0,712,mystery
2018-07-27,teen titans go! to the movies,10000000,29790236,51620593,2018,21830357,teentitansgotothemovies20180727,en,16.523,7.0,304,animation
2016-09-09,when the bough breaks,10000000,29747603,30768449,2016,1020846,whentheboughbreaks20160909,en,8.062,5.3,150,mystery
2013-08-30,one direction: this is us,10000000,28873374,68541786,2013,39668412,onedirectionthisisus20130830,en,9.005,8.1,370,documentary
2015-08-21,sinister 2,10000000,27740955,54104225,2015,26363270,sinister220150821,en,9.916,5.8,1142,horror
2016-01-08,the forest,10000000,26594261,40749230,2016,14154969,theforest20160108,en,10.069,5.0,957,horror
2012-08-17,sparkle,10000000,24397469,24660323,2012,262854,sparkle20120817,en,4.417,5.9,53,drama
2016-10-14,kevin hart: what now?,10000000,23591043,23591043,2016,0,kevinhartwhatnow20161014,en,7.786,6.5,159,comedy
2010-11-12,skyline,10000000,21416355,68264973,2010,46848618,skyline20101112,en,8.847,4.8,833,science_fiction
2017-12-01,the disaster artist,10000000,21120616,28717667,2017,7597051,thedisasterartist20171201,en,13.27,7.2,1895,comedy
2016-09-16,blair witch,10000000,20777061,38985577,2016,18208516,blairwitch20160916,en,9.772,5.0,1094,thriller
2015-10-23,paranormal activity: the ghost dimension,10000000,18297124,77959374,2015,59662250,paranormalactivitytheghostdimension20151023,en,8.157,5.2,774,horror
2016-10-07,the birth of a nation,10000000,15861566,16891011,2016,1029445,thebirthofanation20161007,en,8.152,6.5,328,drama
2011-11-23,my week with marilyn,10000000,14597405,34240572,2011,19643167,myweekwithmarilyn20111123,en,12.081,6.7,741,drama
2014-12-25,big eyes,10000000,14482031,27317872,2014,12835841,bigeyes20141225,en,12.017,7.0,2153,drama
2013-01-25,movie 43,10000000,8840453,31164747,2013,22324294,movie4320130125,en,12.813,4.4,1332,comedy
2018-10-19,can you ever forgive me?,10000000,8803865,11752387,2018,2948522,canyoueverforgiveme20181019,en,17.604,6.9,450,drama
2010-05-21,macgruber,10000000,8525600,8629895,2010,104295,macgruber20100521,en,7.666,5.3,270,action
2014-03-14,bad words,10000000,7779614,7843145,2014,63531,badwords20140314,en,9.516,6.4,451,comedy
2012-06-22,seeking a friend for the end of the world,10000000,7078738,11766959,2012,4688221,seekingafriendfortheendoftheworld20120622,en,8.092,6.4,1108,comedy
2016-11-11,shut in,10000000,6900335,11360665,2016,4460330,shutin20161111,en,10.535,5.2,374,drama
2011-02-11,cedar rapids,10000000,6861102,7862131,2011,1001029,cedarrapids20110211,en,7.694,6.0,206,comedy
2015-03-20,danny collins,10000000,5637066,8465845,2015,2828779,dannycollins20150320,en,8.933,6.7,260,comedy
2018-06-15,gotti,10000000,4286367,6089100,2018,1802733,gotti20180615,en,10.034,5.2,231,crime
2016-09-30,denial,10000000,4073448,9263940,2016,5190492,denial20160930,en,9.267,6.7,349,drama
2016-04-29,the man who knew infinity,10000000,3877922,12382122,2016,8504200,themanwhoknewinfinity20160429,en,8.76,7.2,699,drama
2016-10-14,max steel,10000000,3818664,4563080,2016,744416,maxsteel20161014,en,8.88,5.2,383,action
2016-03-30,everybody wants some,10000000,3400278,5437126,2016,2036848,everybodywantssome20160330,en,6.839,6.4,681,comedy
2012-10-12,atlas shrugged: part ii,10000000,3336053,3336053,2012,0,atlasshruggedpartii20121012,en,6.148,5.4,66,drama
2011-09-09,bucky larson: born to be a star,10000000,2529395,2529395,2011,0,buckylarsonborntobeastar20110909,en,7.109,4.2,79,comedy
2017-04-21,free fire,10000000,1799322,3793739,2017,1994417,freefire20170421,en,12.116,6.3,540,action
