genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,release_year,primary_genre
"35, 18, 10749",296178,en,posthumous,3.143,2015-03-13,posthumous,6.1,29,2015,comedy
"80, 18, 53",386465,en,newcomer,3.135,2015-10-30,newcomer,5.9,12,2015,crime
"18, 10751",336121,en,girl on the edge,3.113,2015-02-23,girl on the edge,5.8,25,2015,drama
"10749, 18",330007,es,en la gama de los grises,3.104,2015-03-07,in the grayscale,6.6,28,2015,romance
"80, 28, 18, 27, 53",330431,hi,nh10,3.099,2015-03-13,nh10,7.0,39,2015,crime
"12, 35, 80, 53",333675,en,band of robbers,3.093,2016-01-15,band of robbers,6.3,61,2016,adventure
"18, 80",328899,en,dixieland,3.093,2015-12-11,dixieland,5.4,23,2015,drama
"10749, 10770",369057,en,a prince for christmas,3.088,2015-11-29,a prince for christmas,5.7,35,2015,romance
"10751, 10770",369056,en,magic stocking,3.074,2015-12-06,magic stocking,5.9,16,2015,family
"53, 18",360339,en,eden,3.061,2015-09-18,eden,5.4,29,2015,thriller
"10751, 10770",363484,en,angel of christmas,3.058,2015-11-29,angel of christmas,6.2,29,2015,family
"35, 10402, 10749, 10770",366018,en,a christmas melody,3.046,2015-12-19,a christmas melody,5.6,46,2015,comedy
"53, 28, 12, 878",353267,en,fire twister,3.038,2015-08-06,fire twister,3.8,12,2015,thriller
"18, 80, 9648",342165,en,too late,3.026,2016-03-25,too late,7.3,33,2016,drama
18,286111,fr,maintenant ou jamais,3.02,2015-01-08,now or never,6.1,48,2015,drama
"18, 10770",366630,en,the bridge,3.011,2015-12-06,the bridge,6.0,28,2015,drama
27,384216,en,the purging hour,3.006,2015-10-15,the purging hour,2.8,5,2015,horror
"35, 80, 14, 27, 53",323792,en,l.a. slasher,2.989,2015-06-12,l.a. slasher,3.9,17,2015,comedy
"53, 28, 27",326834,en,the demolisher,2.988,2015-02-22,the demolisher,4.4,21,2015,thriller
99,366929,en,one soldier's story: the journey of american sniper,2.983,2015-05-19,one soldier's story: the journey of american sniper,6.0,42,2015,documentary
99,345323,en,unity,2.982,2015-08-12,unity,7.8,14,2015,documentary
"16, 10402",333623,ja,ラブライブ！the school idol movie,2.982,2015-09-11,love live! the school idol movie,7.5,13,2015,animation
"18, 878",358644,en,embers,2.979,2015-10-16,embers,5.5,35,2015,drama
35,361613,zh,港囧,2.978,2015-09-25,lost in hong kong,6.3,26,2015,comedy
27,332278,en,"devil's backbone, texas",2.954,2015-03-31,"devil's backbone, texas",2.9,7,2015,horror
99,335327,en,curious worlds: the art & imagination of david beck,2.952,2015-04-10,curious worlds: the art & imagination of david beck,2.0,1,2015,documentary
"35, 27",363889,en,the funhouse massacre,2.943,2015-11-13,the funhouse massacre,5.4,56,2015,comedy
35,371442,en,bad roomies,2.943,2015-12-01,bad roomies,4.6,34,2015,comedy
"53, 27",359245,en,even lambs have teeth,2.94,2015-10-03,even lambs have teeth,5.9,27,2015,thriller
"80, 9648, 10770",369892,en,csi: immortality,2.935,2015-09-27,csi: immortality,7.3,20,2015,crime
"14, 27",352988,en,dark moon rising,2.929,2015-08-04,dark moon rising,3.3,23,2015,fantasy
"10749, 18, 10402",319096,en,whitney,2.927,2015-01-17,whitney,5.2,50,2015,romance
35,367732,en,uncle nick,2.918,2015-12-04,uncle nick,6.1,13,2015,comedy
35,339355,en,larry gaye: renegade male flight attendant,2.917,2015-06-05,larry gaye: renegade male flight attendant,4.6,25,2015,comedy
"53, 18",345054,en,double daddy,2.906,2015-06-06,double daddy,5.3,19,2015,thriller
27,157422,en,the wicked within,2.897,2015-10-16,the wicked within,4.4,28,2015,horror
99,345944,en,i am chris farley,2.896,2015-07-27,i am chris farley,7.2,54,2015,documentary
99,109581,en,mission to lars,2.88,2015-09-25,mission to lars,6.3,9,2015,documentary
99,320586,en,brand: a second coming,2.878,2015-03-13,brand: a second coming,6.0,10,2015,documentary
"16, 14",372631,en,marvel super hero adventures: frost fight!,2.877,2015-12-15,marvel super hero adventures: frost fight!,5.5,14,2015,animation
18,289716,en,the world made straight,2.87,2015-01-09,the world made straight,5.5,26,2015,drama
99,324253,en,all things must pass,2.86,2015-10-16,all things must pass,7.3,49,2015,documentary
"10749, 10770",317121,en,all of my heart,2.853,2015-02-14,all of my heart,6.5,28,2015,romance
18,286595,fr,marie heurtin,2.85,2015-05-01,marie's story,7.4,46,2015,drama
"10751, 16, 35",387892,en,get squirrely,2.843,2015-03-01,get squirrely,4.3,7,2015,family
"27, 53",352372,en,darling,2.838,2015-09-24,darling,5.6,32,2015,horror
"35, 18",270886,fr,tu dors nicole,2.835,2014-10-09,you're sleeping nicole,6.7,23,2014,comedy
"9648, 27, 53",336167,en,private number,2.834,2015-05-01,private number,3.8,22,2015,mystery
"10751, 35",332512,ru,призрак,2.832,2015-04-20,ghost,5.7,23,2015,family
99,356332,en,the witness,2.831,2015-10-06,the witness,6.9,56,2015,documentary
18,291871,en,yosemite,2.829,2016-01-01,yosemite,4.6,12,2016,drama
"27, 10770",361042,en,the hollow,2.826,2015-10-24,the hollow,4.6,51,2015,horror
27,335753,en,the amityville playhouse,2.817,2015-06-23,the amityville playhouse,2.8,14,2015,horror
"53, 27, 28",322163,en,hayride 2,2.811,2015-03-06,hayride 2,3.3,8,2015,thriller
18,326139,en,eadweard,2.808,2015-02-28,eadweard,7.0,6,2015,drama
"35, 18, 10749, 10770",311181,en,a novel romance,2.802,2015-01-10,a novel romance,6.0,36,2015,comedy
"10749, 35, 27",270064,en,april apocalypse,2.795,2015-02-24,april apocalypse,4.8,22,2015,romance
35,369665,en,trevor noah: lost in translation,2.794,2015-11-22,trevor noah: lost in translation,7.0,6,2015,comedy
"53, 28, 80",338421,cn,迷城,2.79,2015-07-31,wild city,5.7,17,2015,thriller
"28, 27, 878",336265,en,the mind's eye,2.785,2015-08-05,the mind's eye,4.9,39,2015,action
35,334924,ro,comoara,2.783,2015-10-08,the treasure,6.6,31,2015,comedy
27,319847,en,hansel vs. gretel,2.783,2015-01-20,hansel vs. gretel,3.4,15,2015,horror
"10749, 10751",365753,en,rodeo and juliet,2.782,2015-11-06,rodeo and juliet,4.8,30,2015,romance
"10751, 18",305747,pt,hoovey,2.781,2015-01-31,hoovey,6.0,23,2015,family
28,341870,en,predator: dark ages,2.781,2015-05-26,predator: dark ages,5.3,36,2015,action
"35, 18, 53",356366,en,the adventures of beatle,2.78,2015-10-20,guns for hire,4.8,14,2015,comedy
"16, 10751",338103,en,curious george 3: back to the jungle,2.777,2015-06-23,curious george 3: back to the jungle,6.0,15,2015,animation
35,354980,en,love under the stars,2.763,2015-08-16,love under the stars,5.6,15,2015,comedy
"27, 53",351868,en,appetites,2.763,2015-08-04,appetites,3.9,8,2015,horror
"10749, 18",376504,en,steel,2.742,2015-11-17,steel,6.8,11,2015,romance
"28, 80, 53",380754,en,isolation,2.738,2015-10-31,isolation,5.2,12,2015,action
"28, 18, 10749",365452,en,a rising tide,2.736,2015-05-29,a rising tide,6.3,12,2015,action
35,325813,en,splitting adam,2.731,2015-02-16,splitting adam,5.5,20,2015,comedy
"28, 878",315024,en,jurassic city,2.73,2014-12-31,jurassic city,5.0,34,2014,action
"28, 878, 53",302026,en,garm wars: the last druid,2.72,2015-10-05,garm wars: the last druid,4.1,25,2015,action
"10751, 10749, 10770",348393,en,family for christmas,2.718,2015-07-11,family for christmas,5.2,36,2015,family
"28, 18, 53",348955,en,h8rz,2.718,2015-07-17,h8rz,4.8,7,2015,action
35,433536,en,shark babes,2.714,2015-10-01,shark babes,5.0,2,2015,comedy
"10770, 9648",330161,en,gourmet detective,2.713,2015-05-16,gourmet detective,5.9,17,2015,10770
"35, 10770",324601,en,saturday night live 40th anniversary special,2.71,2015-02-15,saturday night live 40th anniversary special,7.1,42,2015,comedy
"99, 36",319092,en,the russian woodpecker,2.71,2015-01-31,the russian woodpecker,6.0,18,2015,documentary
"10751, 16",94196,fr,zarafa,2.705,2012-11-11,zarafa,6.8,39,2012,family
27,363844,en,the ouija exorcism,2.703,2015-10-06,the ouija exorcism,4.2,19,2015,horror
18,320001,es,ixcanul,2.689,2015-09-04,ixcanul,6.7,36,2015,drama
"18, 36",277847,en,set fire to the stars,2.688,2015-05-15,set fire to the stars,5.8,19,2015,drama
18,287855,en,drown,2.687,2015-08-28,drown,6.0,18,2015,drama
"10749, 35",333287,en,slow learners,2.682,2015-08-19,slow learners,5.7,35,2015,romance
18,345874,en,stealing cars,2.68,2016-04-05,stealing cars,6.4,21,2016,drama
"9648, 18",337407,en,backgammon,2.664,2016-03-11,backgammon,4.6,10,2016,mystery
"10749, 10770",366631,en,on the twelfth day of christmas,2.657,2015-12-12,on the twelfth day of christmas,6.3,27,2015,romance
"35, 14, 10749",414977,en,sam,2.656,2015-04-21,sam,5.1,26,2015,comedy
"18, 53, 27",364088,en,decay,2.648,2015-11-09,decay,4.9,9,2015,drama
"28, 18",340247,en,the challenger,2.643,2015-03-26,the challenger,5.9,27,2015,action
10751,367537,en,the christmas gift,2.635,2015-11-29,the christmas gift,5.9,16,2015,family
"35, 10749",277153,nl,de surprise,2.631,2015-10-09,the surprise,6.9,35,2015,comedy
"28, 878, 18, 16",329365,ja,機動戦士ガンダム the origin i 青い瞳のキャスバル,2.631,2015-04-24,mobile suit gundam: the origin i - blue-eyed casval,5.6,7,2015,action
"878, 27",300321,en,rwd,2.629,2015-09-26,rwd,4.2,11,2015,science_fiction
35,355178,en,amy schumer: live at the apollo,2.621,2015-10-17,amy schumer: live at the apollo,6.5,37,2015,comedy
18,330916,en,king jack,2.62,2015-04-01,king jack,6.9,47,2015,drama
"35, 12",348499,en,bad night,2.607,2015-07-21,bad night,4.7,26,2015,comedy
"9648, 18, 80, 53",272418,en,man from reno,2.603,2015-03-27,man from reno,6.1,19,2015,mystery
"28, 878",277353,en,campus code,2.593,2015-09-22,campus code,4.1,7,2015,action
"53, 99",320349,en,"3 ½ minutes, 10 bullets",2.592,2015-01-24,"3 ½ minutes, 10 bullets",7.5,42,2015,thriller
"35, 99",334328,en,live from new york!,2.592,2015-04-15,live from new york!,6.1,16,2015,comedy
878,266433,en,ejecta,2.582,2015-02-27,ejecta,3.8,20,2015,science_fiction
"35, 18, 80, 14",345735,cn,老笠,2.58,2015-07-05,robbery,6.9,12,2015,comedy
18,381108,en,raven's touch,2.579,2015-08-06,raven's touch,5.5,13,2015,drama
18,277662,en,nightingale,2.574,2014-06-17,nightingale,6.2,26,2014,drama
"80, 27, 53, 18",308831,es,ellos volvieron,2.573,2015-09-01,they returned,7.8,4,2015,crime
99,333382,en,thought crimes,2.57,2015-05-11,thought crimes,6.5,20,2015,documentary
28,409564,en,street,2.554,2015-10-30,street,5.8,13,2015,action
"878, 16, 14, 35, 10751",136087,th,ยักษ์,2.552,2015-12-22,the giant king,4.8,4,2015,science_fiction
"53, 9648, 80, 18",333387,en,the wannabe,2.551,2015-12-04,the wannabe,5.0,22,2015,thriller
35,342169,en,puerto ricans in paris,2.544,2015-06-12,puerto ricans in paris,5.2,21,2015,comedy
"28, 35",337663,en,tooken,2.54,2015-05-26,tooken,4.3,34,2015,action
18,260313,eu,loreak,2.538,2015-10-30,flowers,6.9,32,2015,drama
"18, 10749",280913,th,คิดถึงวิทยา,2.536,2015-05-26,the teacher's diary,7.6,14,2015,drama
35,363807,pt,"liar, liar, vampire",2.533,2015-10-12,"liar, liar, vampire",6.9,21,2015,comedy
14,336149,en,arthur & merlin,2.532,2015-11-06,arthur & merlin,4.9,32,2015,fantasy
27,354534,en,the invoking 2,2.531,2015-10-06,the invoking 2,4.0,13,2015,horror
99,288301,en,do i sound gay?,2.528,2015-07-10,do i sound gay?,6.0,30,2015,documentary
"9648, 18, 10749, 10770",361749,en,"hello, it's me",2.524,2015-09-27,"hello, it's me",6.7,12,2015,mystery
"28, 9648, 18",320295,hi,डिटेक्टिव ब्योमकेश बक्शी!,2.522,2015-04-03,detective byomkesh bakshy!,6.9,39,2015,action
99,352552,en,hurricane of fun: the making of wet hot,2.521,2015-07-31,hurricane of fun: the making of wet hot,6.6,31,2015,documentary
99,378263,en,addicted to sexting,2.52,2015-11-17,addicted to sexting,4.9,15,2015,documentary
"14, 27",339992,en,the redwood massacre,2.509,2015-05-23,the redwood massacre,4.1,30,2015,fantasy
"35, 10749",341895,ml,പ്രേമം,2.5,2015-06-12,premam,7.2,28,2015,comedy
"28, 878",340835,en,rz-9,2.497,2015-04-16,rz-9,1.9,6,2015,action
99,291540,en,why horror?,2.493,2015-10-30,why horror?,6.1,11,2015,documentary
"99, 35, 36, 53",312152,ro,chuck norris vs communism,2.491,2015-01-23,chuck norris vs communism,7.2,30,2015,documentary
99,325365,en,dawg fight,2.489,2015-03-13,dawg fight,6.6,30,2015,documentary
"18, 53",308361,en,"stockholm, pennsylvania",2.489,2015-01-22,"stockholm, pennsylvania",5.3,43,2015,drama
"27, 53",192023,en,the invoking,2.481,2013-03-16,the invoking,4.1,14,2013,horror
"53, 28, 27",323271,en,unsullied,2.478,2015-08-28,unsullied,3.3,3,2015,thriller
"53, 18, 878",362203,en,shelter,2.477,2015-04-21,shelter,5.0,7,2015,thriller
99,319089,en,the black panthers: vanguard of the revolution,2.47,2015-01-23,the black panthers: vanguard of the revolution,7.3,33,2015,documentary
"18, 10770, 9648, 80",348631,en,gourmet detective: a healthy place to die,2.469,2015-08-02,gourmet detective: a healthy place to die,5.7,12,2015,drama
"12, 10751, 16",341984,en,back to the jurassic,2.468,2015-06-09,back to the jurassic,5.2,9,2015,adventure
35,355177,en,tig notaro: boyish girl interrupted,2.465,2015-08-22,tig notaro: boyish girl interrupted,6.5,6,2015,comedy
"53, 27",312980,en,paranormal island,2.459,2015-09-01,paranormal island,2.5,5,2015,thriller
27,306622,en,star leaf,2.449,2015-06-06,star leaf,4.2,13,2015,horror
18,287426,en,shelter,2.447,2015-11-13,shelter,6.0,48,2015,drama
16,346965,en,frog kingdom,2.447,2015-06-30,frog kingdom,3.2,9,2015,animation
"80, 18, 53",288710,en,the frontier,2.443,2016-11-08,the frontier,5.8,12,2016,crime
27,326551,en,backtrack,2.443,2015-05-05,backtrack,2.2,7,2015,horror
"18, 10749",280922,en,asthma,2.44,2015-10-23,asthma,6.3,52,2015,drama
99,318225,en,tig,2.438,2015-07-17,tig,7.3,54,2015,documentary
"10770, 10749",323673,en,just the way you are,2.435,2015-05-09,just the way you are,4.9,10,2015,10770
"53, 28, 12",359025,en,camino,2.432,2016-03-04,camino,5.0,28,2016,thriller
"27, 53",370234,en,dementia,2.43,2015-12-04,dementia,4.7,36,2015,horror
"10749, 35",243752,en,no stranger than love,2.428,2015-04-30,no stranger than love,4.3,31,2015,romance
"53, 80, 18",341881,en,kidnapped: the hannah anderson story,2.421,2015-05-23,kidnapped: the hannah anderson story,5.9,8,2015,thriller
"53, 27",336833,en,a haunting in cawdor,2.418,2015-05-01,a haunting in cawdor,4.2,11,2015,thriller
"12, 18",335724,ru,территория,2.416,2015-05-19,territory,6.4,16,2015,adventure
"10752, 28, 18, 36",326011,ru,батальонъ,2.415,2015-07-14,the battalion,7.5,14,2015,war
"10749, 35",308418,en,eat with me,2.412,2014-12-05,eat with me,6.9,17,2014,romance
99,324314,en,tab hunter confidential,2.411,2015-03-15,tab hunter confidential,7.7,27,2015,documentary
"18, 14, 9648, 53",272634,sv,cirkeln,2.398,2015-10-13,the circle,5.5,48,2015,drama
18,408106,en,victor,2.394,2015-10-17,victor,7.4,7,2015,drama
53,374515,en,stalked by my doctor,2.393,2015-12-26,stalked by my doctor,4.9,28,2015,thriller
18,339739,en,henry gamble's birthday party,2.392,2015-12-20,henry gamble's birthday party,5.4,40,2015,drama
"16, 35, 10751, 9648",340884,en,scooby-doo! and the beach beastie,2.391,2015-05-05,scooby-doo! and the beach beastie,5.0,2,2015,animation
10749,315134,en,surprised by love,2.386,2015-01-03,surprised by love,6.3,18,2015,romance
"10749, 35",320703,en,the dramatics: a comedy,2.386,2015-02-10,the dramatics: a comedy,5.4,8,2015,romance
"10751, 14, 12, 18",316785,en,don quixote: the ingenious gentleman of la mancha,2.38,2015-01-07,don quixote: the ingenious gentleman of la mancha,6.0,9,2015,family
"878, 35",253307,en,the infinite man,2.38,2015-02-12,the infinite man,5.8,22,2015,science_fiction
"10751, 10770",363478,en,i'm not ready for christmas,2.373,2015-11-14,i'm not ready for christmas,5.3,16,2015,family
"10749, 18, 10770",273693,en,baby bootcamp,2.369,2015-06-14,baby bootcamp,6.4,10,2015,romance
"18, 878, 27, 53",322061,en,toxin,2.366,2015-01-29,toxin,2.9,17,2015,drama
18,266084,en,queen & country,2.365,2015-02-18,queen & country,6.1,29,2015,drama
35,387999,en,the high schooler's guide to college parties,2.36,2015-10-01,the high schooler's guide to college parties,5.0,6,2015,comedy
"10749, 28, 18",339562,zh,破風,2.359,2015-08-07,to the fore,6.5,11,2015,romance
"18, 99",297393,en,dark horse,2.355,2016-05-06,dark horse,4.1,27,2016,drama
"27, 9648, 53",373541,en,dark awakening,2.342,2015-07-17,dark awakening,5.3,10,2015,horror
99,358924,en,miss sharon jones!,2.34,2015-11-12,miss sharon jones!,7.4,9,2015,documentary
"10770, 18, 53",335882,en,text to kill,2.335,2015-04-11,text to kill,5.4,10,2015,10770
"99, 80",294368,en,an open secret,2.331,2015-06-05,an open secret,7.6,30,2015,documentary
"35, 18",328448,en,dial a prayer,2.33,2015-01-01,dial a prayer,5.3,20,2015,comedy
"53, 878",347258,en,the subjects,2.325,2015-10-08,the subjects,5.3,27,2015,thriller
18,389323,en,papa hemingway in cuba,2.324,2015-11-19,papa hemingway in cuba,6.4,9,2015,drama
99,339158,en,be here now,2.321,2015-06-13,be here now,8.6,38,2015,documentary
"53, 80, 99",318973,en,welcome to leith,2.315,2015-09-09,welcome to leith,6.6,37,2015,thriller
"18, 35, 10751",308715,en,away and back,2.312,2015-01-25,away and back,5.9,33,2015,drama
27,362430,en,night of the wild,2.31,2015-10-03,night of the wild,3.6,17,2015,horror
"53, 10770",328480,en,kept woman,2.303,2015-02-28,kept woman,6.3,33,2015,thriller
"18, 36, 10752",366736,sq,shok,2.298,2015-04-10,friend,7.3,14,2015,drama
"35, 18, 10402",321030,en,one more time,2.293,2016-04-08,one more time,5.2,26,2016,comedy
"18, 35",246133,en,entertainment,2.291,2015-11-13,entertainment,5.3,34,2015,drama
"10770, 18",343369,en,love finds you in charm,2.287,2015-06-06,love finds you in charm,6.0,24,2015,10770
27,404967,en,the linda vista project,2.283,2015-01-01,the linda vista project,4.3,4,2015,horror
27,340855,en,raiders of the lost shark,2.283,2015-05-19,raiders of the lost shark,3.0,22,2015,horror
35,354818,en,colin quinn: unconstitutional,2.277,2015-08-16,colin quinn: unconstitutional,6.8,6,2015,comedy
"878, 28",337208,en,cowboys vs. dinosaurs,2.273,2015-05-19,cowboys vs. dinosaurs,3.6,22,2015,science_fiction
"53, 27, 14",362065,en,fire city: end of days,2.271,2015-06-22,fire city: end of days,5.9,10,2015,thriller
27,349110,en,sorority slaughterhouse,2.269,2015-06-01,sorority slaughterhouse,5.2,6,2015,horror
"18, 10770, 80",346570,en,perfect high,2.267,2015-06-27,perfect high,6.1,39,2015,drama
"10770, 35",362884,en,october kiss,2.266,2015-10-17,october kiss,6.8,24,2015,10770
27,341051,en,deep dark,2.261,2015-01-01,deep dark,5.3,40,2015,horror
"27, 16, 9648",329020,en,extraordinary tales,2.26,2015-10-23,extraordinary tales,6.2,45,2015,horror
99,343981,en,gascoigne,2.257,2015-06-08,gascoigne,6.5,29,2015,documentary
"10770, 18, 10749",352845,en,lead with your heart,2.256,2015-09-19,lead with your heart,3.3,3,2015,10770
"878, 28, 16",332479,en,star wars: tie fighter,2.25,2015-03-24,star wars: tie fighter,8.0,54,2015,science_fiction
27,419464,en,rorschach,2.248,2015-10-13,rorschach,4.5,10,2015,horror
18,290815,en,court,2.243,2015-03-26,court,6.7,28,2015,drama
99,356335,en,man vs. snake,2.242,2015-09-27,man vs. snake,6.8,43,2015,documentary
"35, 16",349045,en,looney tunes: rabbits run,2.242,2015-08-04,looney tunes: rabbits run,5.5,14,2015,comedy
"10749, 10770",360604,en,ice sculpture christmas,2.236,2016-01-05,ice sculpture christmas,5.8,39,2016,romance
18,310491,en,glassland,2.232,2016-02-12,glassland,4.9,40,2016,drama
99,360032,en,the state of marriage,2.23,2015-06-12,the state of marriage,7.5,4,2015,documentary
"18, 10749",334973,zh,左耳,2.229,2015-04-24,the left ear,6.3,10,2015,drama
27,319188,en,frankenstein vs. the mummy,2.227,2015-02-10,frankenstein vs. the mummy,4.5,19,2015,horror
"27, 878",336850,en,the encounter,2.224,2015-05-05,the encounter,3.8,15,2015,horror
18,361671,en,ellis,2.217,2015-10-04,ellis,6.8,40,2015,drama
18,361746,en,harvest moon,2.216,2015-10-10,harvest moon,6.1,29,2015,drama
27,321478,en,hunting grounds,2.215,2015-02-20,hunting grounds,5.8,11,2015,horror
"10749, 18",289103,en,mining for ruby,2.213,2014-08-01,mining for ruby,1.0,1,2014,romance
99,349086,en,bitcoin: the end of money as we know it,2.21,2015-07-18,bitcoin: the end of money as we know it,7.0,20,2015,documentary
"53, 9648",309013,en,scream at the devil,2.208,2015-10-30,scream at the devil,4.7,14,2015,thriller
"18, 10751",368809,en,miracle maker - a christmas tale,2.203,2015-11-03,miracle maker - a christmas tale,7.0,1,2015,drama
"10749, 18",324289,en,touched with fire,2.203,2016-02-12,touched with fire,5.9,31,2016,romance
"53, 28",359471,en,swat: unit 887,2.201,2015-09-29,swat: unit 887,4.3,12,2015,thriller
"35, 99",316067,en,misery loves comedy,2.2,2015-01-23,misery loves comedy,6.1,18,2015,comedy
"99, 36",276537,en,the last man on the moon,2.196,2016-02-26,the last man on the moon,6.6,38,2016,documentary
27,350751,en,amityville death house,2.194,2015-02-06,amityville death house,4.4,5,2015,horror
27,248633,en,zombie killers: elephant's graveyard,2.193,2015-02-03,zombie killers: elephant's graveyard,2.8,13,2015,horror
27,350052,en,bad building,2.191,2015-06-23,bad building,3.1,8,2015,horror
35,343371,en,no way jose,2.19,2015-06-06,no way jose,5.5,12,2015,comedy
"53, 80, 18",299221,en,phantom halo,2.185,2014-10-24,phantom halo,5.8,26,2014,thriller
"53, 28, 27",365805,en,wrecker,2.18,2015-11-06,wrecker,4.0,39,2015,thriller
"18, 10751, 10770",367536,en,a gift wrapped christmas,2.177,2015-11-28,a gift wrapped christmas,6.3,18,2015,drama
"12, 878, 28, 27",355309,en,martian land,2.177,2015-10-06,martian land,3.0,22,2015,adventure
"35, 10749",345664,en,mr. right,2.159,2015-07-28,mr. right,3.4,5,2015,comedy
18,295886,en,brotherly love,2.157,2015-04-24,brotherly love,6.8,53,2015,drama
18,308640,en,songs my brothers taught me,2.152,2015-01-27,songs my brothers taught me,6.9,16,2015,drama
99,324252,en,a woman like me,2.149,2015-03-16,a woman like me,6.4,5,2015,documentary
"35, 10749",352334,en,november rule,2.149,2015-02-14,november rule,5.7,35,2015,comedy
99,365447,en,body team 12,2.148,2015-04-19,body team 12,7.1,9,2015,documentary
27,336294,en,american guinea pig: bouquet of guts and gore,2.148,2015-05-05,american guinea pig: bouquet of guts and gore,4.7,13,2015,horror
"9648, 18, 36, 10751, 53",339060,en,the cokeville miracle,2.145,2015-06-05,the cokeville miracle,4.7,25,2015,mystery
99,336992,en,love between the covers,2.141,2015-06-23,love between the covers,7.5,4,2015,documentary
"28, 16, 27",363890,en,night of the living dead: darkest dawn,2.141,2015-10-05,night of the living dead: darkest dawn,4.8,9,2015,action
53,322266,en,buddy hutchins,2.138,2015-01-01,buddy hutchins,3.1,10,2015,thriller
"53, 27",359255,en,the inhabitants,2.136,2015-10-13,the inhabitants,4.0,19,2015,thriller
99,325263,en,journey to space,2.133,2015-02-13,journey to space,6.5,12,2015,documentary
18,356218,sv,pojkarna,2.132,2015-10-16,girls lost,6.4,12,2015,drama
27,298036,en,the burning dead,2.127,2015-02-12,the burning dead,3.4,17,2015,horror
99,403581,en,after the spill,2.118,2015-10-04,after the spill,7.0,4,2015,documentary
"28, 18, 53, 27",362591,es,sendero,2.11,2015-10-04,path,4.6,19,2015,action
10751,369054,en,christmas land,2.108,2015-12-20,christmas land,6.3,24,2015,family
"878, 18, 53",282313,en,the reconstruction of william zero,2.107,2015-04-11,the reconstruction of william zero,5.1,24,2015,science_fiction
"878, 27",321668,en,strange blood,2.105,2015-04-01,strange blood,3.6,34,2015,science_fiction
"10749, 18",329135,ta,ஓ காதல் கண்மணி,2.102,2015-04-17,ok kanmani,6.8,19,2015,romance
18,336660,it,mediterranea,2.097,2015-11-20,mediterranea,6.8,27,2015,drama
"35, 18, 10751",339928,en,once i was a beehive,2.094,2015-08-14,once i was a beehive,6.3,37,2015,comedy
99,333375,en,prescription thugs,2.092,2016-01-22,prescription thugs,6.7,24,2016,documentary
99,333851,en,romeo is bleeding,2.087,2017-07-19,romeo is bleeding,7.5,4,2017,documentary
"35, 10749",373196,zh,恶棍天使,2.087,2015-12-31,devil and angel,5.8,3,2015,comedy
35,342185,ja,猫侍　南の島へ行く,2.085,2015-07-18,samurai cat 2: a tropical adventure,6.0,3,2015,comedy
"10402, 35",346443,pl,disco polo,2.085,2015-10-15,disco polo,5.8,12,2015,music
10402,333122,en,katy perry: the prismatic world tour live,2.079,2015-03-28,katy perry: the prismatic world tour live,7.9,15,2015,music
"53, 27",372463,en,don't look in the basement 2,2.078,2015-04-10,don't look in the basement 2,3.9,8,2015,thriller
"35, 80, 10749",354382,en,alto,2.076,2015-08-01,alto,6.4,14,2015,comedy
"53, 878",316784,en,the black hole,2.075,2015-05-26,the black hole,2.9,14,2015,thriller
99,324181,en,the resurrection of jake the snake,2.073,2015-01-23,the resurrection of jake the snake,7.8,26,2015,documentary
"53, 18, 10749",320343,en,hacker's game,2.072,2015-03-06,hacker's game,4.9,15,2015,thriller
"10751, 9648, 10749, 10770",369052,en,debbie macomber's dashing through the snow,2.069,2015-12-13,dashing through the snow,5.9,29,2015,family
18,339367,en,hamari adhuri kahani,2.063,2015-06-12,hamari adhuri kahani,6.5,23,2015,drama
"35, 18",354143,en,"sex, death and bowling",2.06,2015-11-06,"sex, death and bowling",4.6,10,2015,comedy
35,297362,en,teacher of the year,2.057,2015-05-19,teacher of the year,5.6,27,2015,comedy
"10752, 10751, 18",277190,nl,oorlogsgeheimen,2.052,2015-12-30,secrets of war,6.8,38,2015,war
18,365126,es,jess & james,2.051,2015-05-31,jess & james,5.2,10,2015,drama
18,333968,th,พี่ชาย my hero,2.047,2015-04-26,how to win at checkers (every time),7.4,11,2015,drama
35,366692,en,margaret cho: psycho,2.046,2015-09-25,margaret cho: psycho,6.7,8,2015,comedy
"10749, 18",342925,en,everything before us,2.046,2015-06-03,everything before us,5.6,16,2015,romance
"10751, 18",340881,en,about scout,2.042,2015-04-25,about scout,5.9,9,2015,family
18,333089,en,bad hurt,2.037,2016-02-12,bad hurt,5.5,12,2016,drama
"18, 36, 10770",332356,en,killing jesus,2.036,2015-03-29,killing jesus,4.2,13,2015,drama
99,224972,en,the mask you live in,2.035,2015-01-01,the mask you live in,8.3,49,2015,documentary
"18, 53, 27",267853,en,she who must burn,2.035,2015-01-01,she who must burn,5.9,9,2015,drama
"80, 99",319079,en,prophet's prey,2.033,2015-10-10,prophet's prey,7.2,22,2015,crime
"9648, 35, 18",323679,en,manson family vacation,2.033,2015-03-16,manson family vacation,6.0,31,2015,mystery
35,370902,ru,страна оз,2.033,2015-12-31,the land of oz,5.6,17,2015,comedy
10751,338100,en,grace stirs up success,2.033,2015-06-23,grace stirs up success,5.5,5,2015,family
99,311690,en,sam klemke's time machine,2.03,2015-01-23,sam klemke's time machine,6.5,4,2015,documentary
