id,release_date,movie_title,production_budget,domestic_gross,worldwide_gross,release_year,foreign_gross,movie_id,movie_id2
38,2013-07-19,grabbers,5300000,0,440821,2013,440821,grabbers20130719,grabbers2013
39,2013-10-11,la vie d'adã¨le â chapitres 1 & 2,5250000,2450504,22914479,2013,20463975,laviedadãleâchapitres1220131011,la vie d'adã¨le â chapitres 1 & 22013
40,2012-04-27,hodejegerne,5250000,1200010,20188740,2012,18988730,hodejegerne20120427,hodejegerne2012
41,2007-08-03,the ten,5250000,769726,786677,2007,16951,theten20070803,the ten2007
42,2000-10-27,a room for romeo brass,5250000,20097,20097,2000,0,aroomforromeobrass20001027,a room for romeo brass2000
43,2017-02-24,the girl with all the gifts,5250000,0,4801837,2017,4801837,thegirlwithallthegifts20170224,the girl with all the gifts2017
45,2005-08-05,saint ralph,5200000,795126,1695126,2005,900000,saintralph20050805,saint ralph2005
46,2011-04-22,dum maaro dum,5200000,564489,11633427,2011,11068938,dummaarodum20110422,dum maaro dum2011
48,2002-04-19,my big fat greek wedding,5000000,241438208,374890034,2002,133451826,mybigfatgreekwedding20020419,my big fat greek wedding2002
49,2017-02-24,get out,5000000,176040665,255367951,2017,79327286,getout20170224,get out2017
50,2017-01-20,split,5000000,138141585,278964806,2017,140823221,split20170120,split2017
51,2011-10-21,paranormal activity 3,5000000,104028807,207039844,2011,103011037,paranormalactivity320111021,paranormal activity 32011
52,2005-10-28,saw ii,5000000,87025093,152925093,2005,65900000,sawii20051028,saw ii2005
53,2013-09-13,insidious chapter 2,5000000,83586447,161921515,2013,78335068,insidiouschapter220130913,insidious chapter 22013
54,2016-03-11,10 cloverfield lane,5000000,72082999,108286422,2016,36203423,10cloverfieldlane20160311,10 cloverfield lane2016
55,2016-07-22,lights out,5000000,67268835,148806510,2016,81537675,lightsout20160722,lights out2016
56,2015-09-11,the visit,5000000,65206105,98677816,2015,33471711,thevisit20150911,the visit2015
57,2002-10-25,jackass: the movie,5000000,64282312,79282312,2002,15000000,jackassthemovie20021025,jackass: the movie2002
58,2017-10-13,happy death day,5000000,55683845,125010260,2017,69326415,happydeathday20171013,happy death day2017
59,2012-10-19,paranormal activity 4,5000000,53900335,142817992,2012,88917657,paranormalactivity420121019,paranormal activity 42012
60,2014-10-24,ouija,5000000,50856010,103300632,2014,52444622,ouija20141024,ouija2014
62,2013-08-30,no se aceptan devoluciones,5000000,44467206,100486616,2013,56019410,noseaceptandevoluciones20130830,no se aceptan devoluciones2013
63,2015-08-07,the gift,5000000,43787265,58978477,2015,15191212,thegift20150807,the gift2015
64,2017-06-23,the big sick,5000000,42872467,53972860,2017,11100393,thebigsick20170623,the big sick2017
66,2019-05-31,ma,5000000,36049540,44300625,2019,8251085,ma20190531,ma2019
69,2003-12-24,monster,5000000,34469210,64240813,2003,29771603,monster20031224,monster2003
70,2014-01-03,paranormal activity: the marked ones,5000000,32462372,90904854,2014,58442482,paranormalactivitythemarkedones20140103,paranormal activity: the marked ones2014
72,2014-04-11,oculus,5000000,27695246,44115496,2014,16420250,oculus20140411,oculus2014
73,2013-11-01,dallas buyers club,5000000,27298285,60611845,2013,33313560,dallasbuyersclub20131101,dallas buyers club2013
74,2015-08-26,no escape,5000000,27288872,42844516,2015,15555644,noescape20150826,no escape2015
76,2015-02-27,the lazarus effect,5000000,25801570,38359310,2015,12557740,thelazaruseffect20150227,the lazarus effect2015
77,2001-03-16,memento,5000000,25544867,39723096,2001,14178229,memento20010316,memento2001
78,2011-08-26,our idiot brother,5000000,24814830,25861249,2011,1046419,ouridiotbrother20110826,our idiot brother2011
79,2018-03-09,the strangers: prey at night,5000000,24431472,29960051,2018,5528579,thestrangerspreyatnight20180309,the strangers: prey at night2018
80,2006-07-21,clerks ii,5000000,24148068,27342246,2006,3194178,clerksii20060721,clerks ii2006
82,2000-10-13,billy elliot,5000000,21995263,109253745,2000,87258482,billyelliot20001013,billy elliot2000
83,2013-07-05,the way way back,5000000,21502690,26853810,2013,5351120,thewaywayback20130705,the way way back2013
84,2014-08-29,"as above, so below",5000000,21222315,41824066,2014,20601751,asabovesobelow20140829,"as above, so below2014"
85,2016-04-01,godâs not dead 2,5000000,20773069,23551286,2016,2778217,godâsnotdead220160401,godâs not dead 22016
90,2016-02-19,race,5000000,19115191,23745772,2016,4630581,race20160219,race2016
92,2015-01-16,still alice,5000000,18656400,41699612,2015,23043212,stillalice20150116,still alice2015
94,2011-09-02,apollo 18,5000000,17686929,26517819,2011,8830890,apollo1820110902,apollo 182011
95,2018-03-23,"paul, apostle of christ",5000000,17547999,25529498,2018,7981499,paulapostleofchrist20180323,"paul, apostle of christ2018"
96,2014-10-10,addicted,5000000,17390770,17499242,2014,108472,addicted20141010,addicted2014
97,2001-08-31,o (othello),5000000,16017403,16017403,2001,0,oothello20010831,o (othello)2001
3,2013-03-15,spring breakers,5000000,14124286,31149251,2013,17024965,springbreakers20130315,spring breakers2013
4,2017-06-09,it comes at night,5000000,13985117,19720203,2017,5735086,itcomesatnight20170609,it comes at night2017
5,2002-03-15,y tu mamã¡ tambiã©n,5000000,13649881,33649881,2002,20000000,ytumamãtambiãn20020315,y tu mamã¡ tambiã©n2002
6,2004-09-24,shaun of the dead,5000000,13542874,30332385,2004,16789511,shaunofthedead20040924,shaun of the dead2004
7,2008-10-31,the haunting of molly hartley,5000000,13442412,15318257,2008,1875845,thehauntingofmollyhartley20081031,the haunting of molly hartley2008
8,2016-07-15,hillaryâs america: the secret history of the democratic party,5000000,13099931,13099931,2016,0,hillaryâsamericathesecrethistoryofthedemocraticparty20160715,hillaryâs america: the secret history of the democratic party2016
12,2017-03-03,before i fall,5000000,12241072,18945682,2017,6704610,beforeifall20170303,before i fall2017
14,2009-03-13,sunshine cleaning,5000000,12062558,17329337,2009,5266779,sunshinecleaning20090313,sunshine cleaning2009
15,2016-01-29,fifty shades of black,5000000,11686940,22113075,2016,10426135,fiftyshadesofblack20160129,fifty shades of black2016
19,2009-01-09,not easily broken,5000000,10572742,10732909,2009,160167,noteasilybroken20090109,not easily broken2009
20,2014-05-09,momsâ night out,5000000,10429707,10537341,2014,107634,momsânightout20140509,momsâ night out2014
21,2017-03-17,the belko experiment,5000000,10166820,11792942,2017,1626122,thebelkoexperiment20170317,the belko experiment2017
22,2016-03-11,the perfect match,5000000,9669521,10182050,2016,512529,theperfectmatch20160311,the perfect match2016
23,2000-10-06,digimon: the movie,5000000,9628751,16628751,2000,7000000,digimonthemovie20001006,digimon: the movie2000
24,2004-05-28,saved!,5000000,8886160,10206551,2004,1320391,saved20040528,saved!2004
25,2003-05-09,les invasions barbares,5000000,8460000,25913869,2003,17453869,lesinvasionsbarbares20030509,les invasions barbares2003
28,2001-04-27,the forsaken,5000000,6755271,6755271,2001,0,theforsaken20010427,the forsaken2001
29,2018-09-21,fahrenheit 11/9,5000000,6352306,6653715,2018,301409,fahrenheit11920180921,fahrenheit 11/92018
31,2010-05-28,sea rex 3d: journey to a prehistoric world,5000000,6096582,16515203,2010,10418621,searex3djourneytoaprehistoricworld20100528,sea rex 3d: journey to a prehistoric world2010
32,2006-01-06,grandmaâs boy,5000000,6090172,6590172,2006,500000,grandmaâsboy20060106,grandmaâs boy2006
35,2001-07-13,made,5000000,5308707,5476060,2001,167353,made20010713,made2001
36,2004-11-19,la mala educaciã³n,5000000,5211842,40311842,2004,35100000,lamalaeducaciã³n20041119,la mala educaciã³n2004
37,2009-06-12,moon,5000000,5010163,10676073,2009,5665910,moon20090612,moon2009
38,2015-09-11,90 minutes in heaven,5000000,4816142,4816142,2015,0,90minutesinheaven20150911,90 minutes in heaven2015
39,2016-12-02,incarnate,5000000,4799774,9371036,2016,4571262,incarnate20161202,incarnate2016
40,2006-05-12,keeping up with the steins,5000000,4339241,4414753,2006,75512,keepingupwiththesteins20060512,keeping up with the steins2006
42,2008-08-06,bottle shock,5000000,4078607,4815890,2008,737283,bottleshock20080806,bottle shock2008
43,2011-02-25,des hommes et des dieux,5000000,3954651,46263525,2011,42308874,deshommesetdesdieux20110225,des hommes et des dieux2011
45,2017-03-03,table 19,5000000,3614896,4620399,2017,1005503,table1920170303,table 192017
46,2016-04-15,green room,5000000,3220371,3807503,2016,587132,greenroom20160415,green room2016
47,2018-03-09,thoroughbreds,5000000,3072605,3187302,2018,114697,thoroughbreds20180309,thoroughbreds2018
49,2016-03-04,the other side of the door,5000000,3000342,12905107,2016,9904765,theothersideofthedoor20160304,the other side of the door2016
50,2011-05-13,everything must go,5000000,2712131,2821010,2011,108879,everythingmustgo20110513,everything must go2011
51,2014-10-10,kill the messenger,5000000,2450846,6656705,2014,4205859,killthemessenger20141010,kill the messenger2014
52,2010-12-17,rabbit hole,5000000,2229058,6205034,2010,3975976,rabbithole20101217,rabbit hole2010
53,2015-10-23,jem and the holograms,5000000,2184640,2368937,2015,184297,jemandtheholograms20151023,jem and the holograms2015
54,2016-12-28,paterson,5000000,2141423,10727536,2016,8586113,paterson20161228,paterson2016
57,2004-10-22,the machinist,5000000,1082044,8655397,2004,7573353,themachinist20041022,the machinist2004
59,2008-07-25,american teen,5000000,942441,989319,2008,46878,americanteen20080725,american teen2008
60,2014-09-12,atlas shrugged: who is john galt?,5000000,851690,851690,2014,0,atlasshruggedwhoisjohngalt20140912,atlas shrugged: who is john galt?2014
61,2003-08-29,party monster,5000000,742898,894030,2003,151132,partymonster20030829,party monster2003
62,2006-07-14,the oh in ohio,5000000,418689,648183,2006,229494,theohinohio20060714,the oh in ohio2006
64,2013-08-16,ain't them bodies saints,5000000,391611,1075009,2013,683398,aintthembodiessaints20130816,ain't them bodies saints2013
66,2014-09-26,jimi: all is by my side,5000000,340911,927074,2014,586163,jimiallisbymyside20140926,jimi: all is by my side2014
67,2007-08-03,"gandhi, my father",5000000,240425,2015004,2007,1774579,gandhimyfather20070803,"gandhi, my father2007"
68,2008-04-25,standard operating procedure,5000000,228830,332120,2008,103290,standardoperatingprocedure20080425,standard operating procedure2008
69,2011-09-30,tucker & dale vs. evil,5000000,223838,5476793,2011,5252955,tuckerdalevsevil20110930,tucker & dale vs. evil2011
71,2015-08-07,cop car,5000000,134552,143658,2015,9106,copcar20150807,cop car2015
72,2010-09-10,"lovely, still",5000000,127564,282687,2010,155123,lovelystill20100910,"lovely, still2010"
73,2003-06-13,tycoon,5000000,121016,121016,2003,0,tycoon20030613,tycoon2003
75,2004-02-27,decoys,5000000,84733,96760,2004,12027,decoys20040227,decoys2004
76,2008-05-30,stuck,5000000,67505,67505,2008,0,stuck20080530,stuck2008
77,2007-11-16,redacted,5000000,65388,861325,2007,795937,redacted20071116,redacted2007
78,2014-10-17,rudderless,5000000,56001,567219,2014,511218,rudderless20141017,rudderless2014
79,2005-01-28,fascination,5000000,16670,83356,2005,66686,fascination20050128,fascination2005
80,2009-08-14,grace,5000000,8297,8297,2009,0,grace20090814,grace2009
81,2015-05-15,area 51,5000000,7556,7556,2015,0,area5120150515,area 512015
82,2012-10-26,mientras duermes,5000000,0,9109597,2012,9109597,mientrasduermes20121026,mientras duermes2012
83,2009-07-07,flying by,5000000,0,4568257,2009,4568257,flyingby20090707,flying by2009
84,2008-12-31,the cottage,5000000,0,1504960,2008,1504960,thecottage20081231,the cottage2008
85,2014-12-05,dying of the light,5000000,0,74639,2014,74639,dyingofthelight20141205,dying of the light2014
86,2016-09-02,yoga hosers,5000000,0,22958,2016,22958,yogahosers20160902,yoga hosers2016
87,2009-02-17,dead like me: life after death,5000000,0,0,2009,0,deadlikemelifeafterdeath20090217,dead like me: life after death2009
88,2007-01-30,farce of the penguins,5000000,0,0,2007,0,farceofthepenguins20070130,farce of the penguins2007
89,2010-12-31,psych 9,5000000,0,0,2010,0,psych920101231,psych 92010
90,2014-11-21,reach me,5000000,0,0,2014,0,reachme20141121,reach me2014
91,2014-08-18,henry & me,5000000,0,0,2014,0,henryme20140818,henry & me2014
92,2015-01-27,born of war,5000000,0,0,2015,0,bornofwar20150127,born of war2015
93,2015-01-09,let's kill ward's wife,5000000,0,0,2015,0,letskillwardswife20150109,let's kill ward's wife2015
94,2015-01-13,capricorn one,5000000,0,0,2015,0,capricornone20150113,capricorn one2015
95,2011-12-31,we have your husband,5000000,0,0,2011,0,wehaveyourhusband20111231,we have your husband2011
96,2012-12-31,should've been romeo,5000000,0,0,2012,0,shouldvebeenromeo20121231,should've been romeo2012
97,2015-12-31,aztec warrior,5000000,0,0,2015,0,aztecwarrior20151231,aztec warrior2015
98,2015-09-25,navy seal vs. zombies,5000000,0,0,2015,0,navysealvszombies20150925,navy seal vs. zombies2015
99,2016-03-15,the hatching,5000000,0,0,2016,0,thehatching20160315,the hatching2016
100,2015-10-27,running forever,5000000,0,0,2015,0,runningforever20151027,running forever2015
1,2015-01-23,mommy,4900000,3498695,17536004,2015,14037309,mommy20150123,mommy2015
2,2008-08-29,obsluhoval jsem anglickã©ho krã¡le,4900000,617228,7174984,2008,6557756,obsluhovaljsemanglickãhokrãle20080829,obsluhoval jsem anglickã©ho krã¡le2008
3,2010-08-20,soul kitchen,4900000,276901,23347461,2010,23070560,soulkitchen20100820,soul kitchen2010
4,2012-08-17,the awakening,4900000,95933,6924321,2012,6828388,theawakening20120817,the awakening2012
5,2008-01-18,all hat,4900000,15198,15198,2008,0,allhat20080118,all hat2008
7,2006-01-06,hostel,4800000,47326473,82241110,2006,34914637,hostel20060106,hostel2006
8,2013-07-19,only god forgives,4800000,775849,4494560,2013,3718711,onlygodforgives20130719,only god forgives2013
9,2011-09-30,take shelter,4750000,1728953,4972016,2011,3243063,takeshelter20110930,take shelter2011
10,2006-01-27,tristram shandy: a cock and bull story,4750000,1253413,3061763,2006,1808350,tristramshandyacockandbullstory20060127,tristram shandy: a cock and bull story2006
13,2006-10-13,driving lessons,4700000,239962,239962,2006,0,drivinglessons20061013,driving lessons2006
14,2011-12-31,without men,4700000,0,0,2011,0,withoutmen20111231,without men2011
15,2015-03-10,treading water,4700000,0,0,2015,0,treadingwater20150310,treading water2015
17,2004-07-16,camping sauvage,4600000,3479302,3479302,2004,0,campingsauvage20040716,camping sauvage2004
18,2012-09-14,barfi,4600000,2804874,36751984,2012,33947110,barfi20120914,barfi2012
19,2005-03-04,dear frankie,4600000,1340891,3099369,2005,1758478,dearfrankie20050304,dear frankie2005
20,2004-12-29,the assassination of richard nixon,4600000,708776,4880143,2004,4171367,theassassinationofrichardnixon20041229,the assassination of richard nixon2004
21,2011-06-24,le nom des gens,4600000,514237,9261711,2011,8747474,lenomdesgens20110624,le nom des gens2011
22,2008-05-28,savage grace,4600000,434417,968805,2008,534388,savagegrace20080528,savage grace2008
23,2007-10-19,out of the blue,4600000,728,731767,2007,731039,outoftheblue20071019,out of the blue2007
29,2002-12-19,25th hour,4500000,13084595,25344490,2002,12259895,25thhour20021219,25th hour2002
32,2016-03-25,the lobster,4500000,9196278,18019834,2016,8823556,thelobster20160325,the lobster2016
34,2000-10-06,requiem for a dream,4500000,3635482,7389233,2000,3753751,requiemforadream20001006,requiem for a dream2000
36,2008-10-24,lã¥t den rã¤tte komma in,4500000,2122085,12247682,2008,10125597,lãtdenrãttekommain20081024,lã¥t den rã¤tte komma in2008
39,2001-10-26,donnie darko,4500000,1480006,7510877,2001,6030871,donniedarko20011026,donnie darko2001
40,2011-09-02,salvando al soldado perez,4500000,1400726,9330465,2011,7929739,salvandoalsoldadoperez20110902,salvando al soldado perez2011
42,2011-08-19,nannerl la soeur de mozart,4500000,707885,2404639,2011,1696754,nannerllasoeurdemozart20110819,nannerl la soeur de mozart2011
43,2003-03-14,spun,4500000,410241,1022649,2003,612408,spun20030314,spun2003
44,2010-07-23,life during wartime,4500000,281447,281447,2010,0,lifeduringwartime20100723,life during wartime2010
45,2006-05-04,chinjeolhan geumjassi,4500000,211667,23471871,2006,23260204,chinjeolhangeumjassi20060504,chinjeolhan geumjassi2006
46,2011-10-07,blackthorn,4500000,200558,1217307,2011,1016749,blackthorn20111007,blackthorn2011
47,2015-05-08,maggie,4500000,187112,1027760,2015,840648,maggie20150508,maggie2015
48,2003-04-18,lilja 4-ever,4500000,181655,4556982,2003,4375327,lilja4ever20030418,lilja 4-ever2003
49,2010-04-09,after.life,4500000,108596,2481925,2010,2373329,afterlife20100409,after.life2010
50,2002-02-22,mean machine,4500000,92723,92723,2002,0,meanmachine20020222,mean machine2002
51,2007-08-31,fong juk,4500000,51957,51957,2007,0,fongjuk20070831,fong juk2007
52,2010-07-23,spoken word,4500000,32961,32961,2010,0,spokenword20100723,spoken word2010
53,2013-03-01,the sweeney,4500000,26345,8000366,2013,7974021,thesweeney20130301,the sweeney2013
54,2014-09-04,falcon rising,4500000,11774,11774,2014,0,falconrising20140904,falcon rising2014
55,2013-06-25,hansel & gretel get baked,4500000,0,0,2013,0,hanselgretelgetbaked20130625,hansel & gretel get baked2013
56,2014-11-07,fugly,4500000,0,0,2014,0,fugly20141107,fugly2014
57,2015-08-28,zipper,4500000,0,0,2015,0,zipper20150828,zipper2015
58,2015-11-03,the final girls,4500000,0,0,2015,0,thefinalgirls20151103,the final girls2015
59,2017-12-01,daisy winters,4500000,0,0,2017,0,daisywinters20171201,daisy winters2017
62,2016-12-31,airlift (2016),4400000,0,9969237,2016,9969237,airlift201620161231,airlift (2016)2016
63,2015-09-29,r.l. stine's monsterville: the cabinet of souls,4400000,0,0,2015,0,rlstinesmonstervillethecabinetofsouls20150929,r.l. stine's monsterville: the cabinet of souls2015
64,2014-06-06,anna,4357373,0,1200000,2014,1200000,anna20140606,anna2014
65,2003-06-06,whale rider,4300000,20779666,39374600,2003,18594934,whalerider20030606,whale rider2003
66,2001-06-13,sexy beast,4300000,6946056,10158355,2001,3212299,sexybeast20010613,sexy beast2001
67,2009-12-04,paa,4300000,199228,9791282,2009,9592054,paa20091204,paa2009
68,2012-07-11,snabba cash,4300000,188870,10212403,2012,10023533,snabbacash20120711,snabba cash2012
70,2006-02-17,nochnoy dozor,4200000,1502188,33913542,2006,32411354,nochnoydozor20060217,nochnoy dozor2006
71,2010-08-13,animal kingdom,4200000,1044039,8078683,2010,7034644,animalkingdom20100813,animal kingdom2010
72,2010-05-28,george a. romero's survival of the dead,4200000,101740,101740,2010,0,georgearomerossurvivalofthedead20100528,george a. romero's survival of the dead2010
73,2011-10-21,cargo,4200000,0,313230,2011,313230,cargo20111021,cargo2011
74,2006-05-23,high school musical,4200000,0,0,2006,0,highschoolmusical20060523,high school musical2006
79,2003-09-12,lost in translation,4000000,44585453,117085297,2003,72499844,lostintranslation20030912,lost in translation2003
81,2015-01-23,the boy next door,4000000,36006065,53401938,2015,17395873,theboynextdoor20150123,the boy next door2015
84,2001-12-26,monster's ball,4000000,31273922,43766463,2001,12492541,monstersball20011226,monster's ball2001
85,2014-07-11,boyhood,4000000,25379975,57273049,2014,31893074,boyhood20140711,boyhood2014
87,2010-07-09,the kids are all right,4000000,20811365,36275469,2010,15464104,thekidsareallright20100709,the kids are all right2010
89,2014-04-18,a haunted house 2,4000000,17329487,21206861,2014,3877374,ahauntedhouse220140418,a haunted house 22014
90,2013-03-01,the last exorcism part ii,4000000,15179303,25448707,2013,10269404,thelastexorcismpartii20130301,the last exorcism part ii2013
95,2000-08-04,saving grace,4000000,12178602,27786849,2000,15608247,savinggrace20000804,saving grace2000
97,2004-02-06,what the #$'! do we know,4000000,10941801,10941801,2004,0,whatthedoweknow20040206,what the #$'! do we know2004
98,2016-05-13,the darkness,4000000,10753574,10898293,2016,144719,thedarkness20160513,the darkness2016
99,2006-07-28,scoop,4000000,10525717,40103262,2006,29577545,scoop20060728,scoop2006
100,2001-11-14,the wash,4000000,10097096,10097096,2001,0,thewash20011114,the wash2001
1,2000-03-01,3 strikes,4000000,9821335,9821335,2000,0,3strikes20000301,3 strikes2000
2,2008-04-11,the visitor,4000000,9427026,19174817,2008,9747791,thevisitor20080411,the visitor2008
3,2003-11-26,the cooler,4000000,8291572,11131455,2003,2839883,thecooler20031126,the cooler2003
5,2006-08-04,the night listener,4000000,7836393,10770993,2006,2934600,thenightlistener20060804,the night listener2006
7,2007-12-28,el orfanato,4000000,7159147,79250193,2007,72091046,elorfanato20071228,el orfanato2007
8,2007-05-25,bug,4000000,7006708,8302995,2007,1296287,bug20070525,bug2007
9,2002-10-11,the rules of attraction,4000000,6525762,11799060,2002,5273298,therulesofattraction20021011,the rules of attraction2002
11,2006-11-17,let's go to prison,4000000,4630045,4630045,2006,0,letsgotoprison20061117,let's go to prison2006
13,2002-09-20,secretary,4000000,4046737,9413956,2002,5367219,secretary20020920,secretary2002
14,2003-04-25,the real cancun,4000000,3816594,3816594,2003,0,therealcancun20030425,the real cancun2003
18,2012-08-24,samsara,4000000,2672413,5966671,2012,3294258,samsara20120824,samsara2012
19,2007-06-22,you kill me,4000000,2426851,3858964,2007,1432113,youkillme20070622,you kill me2007
20,2011-06-17,the art of getting by,4000000,1430241,1989035,2011,558794,theartofgettingby20110617,the art of getting by2011
21,2005-09-16,thumbsucker,4000000,1328679,1919197,2005,590518,thumbsucker20050916,thumbsucker2005
22,2011-09-23,red state,4000000,1065429,1983596,2011,918167,redstate20110923,red state2011
23,2005-09-30,mirrormask,4000000,864959,973613,2005,108654,mirrormask20050930,mirrormask2005
25,2012-10-17,holy motors,4000000,641054,4230426,2012,3589372,holymotors20121017,holy motors2012
26,2014-06-13,the signal,4000000,600896,2665322,2014,2064426,thesignal20140613,the signal2014
27,2003-02-28,poolhall junkies,4000000,563711,563711,2003,0,poolhalljunkies20030228,poolhall junkies2003
29,2014-03-07,the face of love,4000000,385069,1158877,2014,773808,thefaceoflove20140307,the face of love2014
30,2014-04-11,joe,4000000,373375,373375,2014,0,joe20140411,joe2014
33,2009-05-08,adoration,4000000,294244,384244,2009,90000,adoration20090508,adoration2009
34,2000-08-04,psycho beach party,4000000,267972,267972,2000,0,psychobeachparty20000804,psycho beach party2000
35,2019-06-07,late night,4000000,246305,246305,2019,0,latenight20190607,late night2019
36,2000-01-28,the big tease,4000000,185577,185577,2000,0,thebigtease20000128,the big tease2000
37,2017-08-25,polina danser sa vie,4000000,165203,953314,2017,788111,polinadansersavie20170825,polina danser sa vie2017
38,2015-04-10,desert dancer,4000000,155271,596335,2015,441064,desertdancer20150410,desert dancer2015
39,2015-01-30,"guten tag, ramon",4000000,154356,4854356,2015,4700000,gutentagramon20150130,"guten tag, ramon2015"
40,2003-07-25,mondays in the sun,4000000,146402,146402,2003,0,mondaysinthesun20030725,mondays in the sun2003
41,2015-06-19,manglehorn,4000000,132270,797439,2015,665169,manglehorn20150619,manglehorn2015
42,2010-04-02,tau ming chong,4000000,129078,38899792,2010,38770714,taumingchong20100402,tau ming chong2010
43,2011-04-01,trust,4000000,120016,120016,2011,0,trust20110401,trust2011
44,2000-12-22,an everlasting piece,4000000,75078,75078,2000,0,aneverlastingpiece20001222,an everlasting piece2000
47,2011-04-22,stake land,4000000,33245,679482,2011,646237,stakeland20110422,stake land2011
48,2015-02-27,praia do futuro,4000000,20620,760678,2015,740058,praiadofuturo20150227,praia do futuro2015
49,2002-12-27,sonny,4000000,17639,17639,2002,0,sonny20021227,sonny2002
51,2014-04-18,13 sins,4000000,9134,47552,2014,38418,13sins20140418,13 sins2014
52,2011-11-18,another happy day,4000000,9120,978527,2011,969407,anotherhappyday20111118,another happy day2011
53,2013-02-22,inescapable,4000000,4327,4327,2013,0,inescapable20130222,inescapable2013
54,2017-12-31,perfectos desconocidos,4000000,0,31166312,2017,31166312,perfectosdesconocidos20171231,perfectos desconocidos2017
55,2013-12-31,geograf globus propil,4000000,0,4454853,2013,4454853,geografglobuspropil20131231,geograf globus propil2013
56,2012-03-20,a lonely place to die,4000000,0,442550,2012,442550,alonelyplacetodie20120320,a lonely place to die2012
57,2003-12-31,nothing,4000000,0,63180,2003,63180,nothing20031231,nothing2003
58,2012-06-01,the loved ones,4000000,0,12302,2012,12302,thelovedones20120601,the loved ones2012
61,2008-08-26,purple violets,4000000,0,0,2008,0,purpleviolets20080826,purple violets2008
62,2012-11-09,replicas,4000000,0,0,2012,0,replicas20121109,replicas2012
63,2012-12-31,the helpers,4000000,0,0,2012,0,thehelpers20121231,the helpers2012
64,2015-12-31,the veil,4000000,0,0,2015,0,theveil20151231,the veil2015
65,2014-07-11,the perfect wave,4000000,0,0,2014,0,theperfectwave20140711,the perfect wave2014
66,2012-12-31,how to fall in love,4000000,0,0,2012,0,howtofallinlove20121231,how to fall in love2012
67,2015-09-08,chain of command,4000000,0,0,2015,0,chainofcommand20150908,chain of command2015
72,2011-01-14,down for life,3800000,41914,41914,2011,0,downforlife20110114,down for life2011
73,2010-04-30,the good heart,3800000,20930,340930,2010,320000,thegoodheart20100430,the good heart2010
75,2018-10-05,hevi reissu,3800000,10153,10153,2018,0,hevireissu20181005,hevi reissu2018
78,2006-08-11,casa de areia,3750000,539285,1178175,2006,638890,casadeareia20060811,casa de areia2006
79,2010-11-05,four lions,3750000,310007,2436111,2010,2126104,fourlions20101105,four lions2010
80,2010-02-19,defendor,3750000,44462,44462,2010,0,defendor20100219,defendor2010
83,2006-11-21,the history boys,3700000,2730296,13447998,2006,10717702,thehistoryboys20061121,the history boys2006
84,2006-11-03,unknown,3700000,26403,3355048,2006,3328645,unknown20061103,unknown2006
86,2008-10-10,billy: the early years of billy graham,3600000,320896,320896,2008,0,billytheearlyyearsofbillygraham20081010,billy: the early years of billy graham2008
87,2017-12-31,utã¸ya 22. juli,3600000,0,173156,2017,173156,utãya22juli20171231,utã¸ya 22. juli2017
91,2018-04-13,truth or dare,3500000,41411015,95127344,2018,53716329,truthordare20180413,truth or dare2018
94,2016-02-19,the witch,3500000,25138705,40454520,2016,15315815,thewitch20160219,the witch2016
95,2018-02-02,winchester,3500000,25091816,44378040,2018,19286224,winchester20180202,winchester2018
96,2002-12-06,empire,3500000,17504595,18495444,2002,990849,empire20021206,empire2002
97,2013-02-22,dark skies,3500000,17418667,27704111,2013,10285444,darkskies20130222,dark skies2013
98,2018-01-19,forever my girl,3500000,16376066,16376066,2018,0,forevermygirl20180119,forever my girl2018
8,2010-04-16,el secreto de sus ojos,3500000,6391436,40527719,2010,34136283,elsecretodesusojos20100416,el secreto de sus ojos2010
11,2018-05-18,first reformed,3500000,3448256,3874772,2018,426516,firstreformed20180518,first reformed2018
12,2001-06-29,pootie tang,3500000,3293258,3293258,2001,0,pootietang20010629,pootie tang2001
13,2016-12-02,believe,3500000,890303,890303,2016,0,believe20161202,believe2016
14,2000-04-19,la otra conquista,3500000,886410,886410,2000,0,laotraconquista20000419,la otra conquista2000
15,2016-09-30,american honey,3500000,663247,2611750,2016,1948503,americanhoney20160930,american honey2016
16,2016-03-18,the bronze,3500000,615816,615816,2016,0,thebronze20160318,the bronze2016
17,2011-06-10,trolljegeren,3500000,253444,5706638,2011,5453194,trolljegeren20110610,trolljegeren2011
18,2007-09-14,ira and abby,3500000,221096,221096,2007,0,iraandabby20070914,ira and abby2007
19,2016-01-08,the masked saint,3500000,182695,182695,2016,0,themaskedsaint20160108,the masked saint2016
20,2006-02-17,winter passing,3500000,107492,113783,2006,6291,winterpassing20060217,winter passing2006
21,2005-03-25,d.e.b.s.,3500000,96793,96793,2005,0,debs20050325,d.e.b.s.2005
22,2016-06-03,time to choose,3500000,29233,29233,2016,0,timetochoose20160603,time to choose2016
23,2009-06-26,surveillance,3500000,27349,1396395,2009,1369046,surveillance20090626,surveillance2009
25,2011-12-31,the kick,3500000,0,40622,2011,40622,thekick20111231,the kick2011
26,2009-06-30,the betrayed,3500000,0,0,2009,0,thebetrayed20090630,the betrayed2009
27,2006-10-01,the secret,3500000,0,0,2006,0,thesecret20061001,the secret2006
28,2011-06-28,2:13,3500000,0,0,2011,0,21320110628,2:132011
